,name,size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre,num_supported_dev,lang.num,Status,revenue,fav_tot,fav_ver,broad_genre,size_mb
3695,letgo: Buy & Sell Second Hand Stuff,109915136,0.0,38424,1022,4.5,4.5,Shopping,37,16,free,0.0,172908.0,4599.0,Other,109.915136
3696,WarnWetter,51410944,0.0,0,0,0.0,0.0,Weather,37,1,free,0.0,0.0,0.0,Other,51.410944
3697,Ab & Core Sworkit - Free Workout Trainer,59845632,0.0,2901,744,5.0,5.0,Health & Fitness,37,12,free,0.0,14505.0,3720.0,Other,59.845632
3698,弹弹堂S- 巴萨传奇助阵 弹弹堂手游官方版,146187264,0.0,6,0,4.5,0.0,Games,40,1,free,0.0,27.0,0.0,Games,146.187264
3699,网娱大师-网吧娱乐大师,72523776,0.0,0,0,0.0,0.0,Lifestyle,38,2,free,0.0,0.0,0.0,Other,72.523776
3700,AmpMe - A Portable Social Party Music Speaker,69876736,0.0,1047,2,4.0,4.0,Music,37,9,free,0.0,4188.0,8.0,Other,69.876736
3701,VR SNIPER,89478144,0.0,30,18,2.5,2.5,Games,37,1,free,0.0,75.0,45.0,Games,89.478144
3702,Yiannimize Racing,46248960,0.99,2,2,3.0,3.0,Games,37,1,paid,1.98,6.0,6.0,Games,46.24896
3703,COOKING MAMA Let's Cook！,178185216,0.0,3594,14,4.0,4.0,Games,38,22,free,0.0,14376.0,56.0,Games,178.185216
3704,DANDY DUNGEON Legend of Brave Yamada,247331840,0.0,1204,46,5.0,4.5,Games,38,2,free,0.0,6020.0,207.0,Games,247.33184
3705,Wolf Craft,157003776,0.99,206,206,4.5,4.5,Games,40,1,paid,203.94,927.0,927.0,Games,157.003776
3706,培训题库,51246080,1.99,0,0,0.0,0.0,Education,37,0,paid,0.0,0.0,0.0,Education,51.24608
3707,Mondly: Learn 33 Languages: Spanish English French,77725696,0.0,1395,229,4.5,4.5,Education,38,1,free,0.0,6277.5,1030.5,Education,77.725696
3708,Google Cardboard,127627264,0.0,546,137,4.0,3.5,Entertainment,37,33,free,0.0,2184.0,479.5,Entertainment,127.627264
3709,Polarr Photo Editor - Photo Editing Tools for All,57919488,0.0,2246,224,4.5,4.5,Photo & Video,37,17,free,0.0,10107.0,1008.0,Photo & Video,57.919488
3710,Refreshing ! Brain training fit,62258176,0.0,0,0,0.0,0.0,Games,38,6,free,0.0,0.0,0.0,Games,62.258176
3711,全民德州扑克-天天尽享拉斯维加斯之夜,65105920,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,65.10592
3712,脳トレクロスワード -解けばIQがあがる!?無料パズルゲーム-,30003200,0.0,0,0,0.0,0.0,Games,37,2,free,0.0,0.0,0.0,Games,30.0032
3713,Toca Life: City,332123136,2.99,3571,1395,4.5,4.5,Education,39,18,paid,10677.29,16069.5,6277.5,Education,332.123136
3714,小牛在线-理财投资神器,33019904,0.0,0,0,0.0,0.0,Finance,38,2,free,0.0,0.0,0.0,Other,33.019904
3715,Hugo Flower Flush,242545664,0.0,41,0,4.0,0.0,Games,38,15,free,0.0,164.0,0.0,Games,242.545664
3716,Death Run : Mini Game With Worldwide Multiplayer,121913344,0.99,721,273,4.0,4.5,Games,43,1,paid,713.79,2884.0,1228.5,Games,121.913344
3717,花椒直播-高清美颜直播互动平台,174611456,0.0,19,0,3.0,0.0,Social Networking,37,4,free,0.0,57.0,0.0,Other,174.611456
3718,Smooth Operator!,598734848,0.99,8,0,4.0,0.0,Games,37,8,paid,7.92,32.0,0.0,Games,598.734848
3719,Arrow,128421888,0.0,14673,7369,4.5,4.5,Games,40,1,free,0.0,66028.5,33160.5,Games,128.421888
3720,Twin Shooter - Invaders,147472384,0.0,572,74,4.5,4.0,Games,40,10,free,0.0,2574.0,296.0,Games,147.472384
3721,モン娘は～れむ【モンはれ】,140779520,0.0,5,0,4.0,0.0,Games,38,0,free,0.0,20.0,0.0,Games,140.77952
3722,屠龙杀,241339392,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,241.339392
3723,TownWiFi - WiFi Everywhere,112883712,0.0,0,0,0.0,0.0,Utilities,37,5,free,0.0,0.0,0.0,Other,112.883712
3724,Nono Islands,135064576,0.0,3180,28,4.5,4.5,Games,38,14,free,0.0,14310.0,126.0,Games,135.064576
3725,Six Flags,88558592,0.0,353,18,3.5,4.0,Travel,37,3,free,0.0,1235.5,72.0,Other,88.558592
3726,サッカーカーニバル,101990400,0.0,0,0,0.0,0.0,Games,38,1,free,0.0,0.0,0.0,Games,101.9904
3727,Sling Kong,189335552,0.0,4638,133,4.5,4.5,Games,37,18,free,0.0,20871.0,598.5,Games,189.335552
3728,龙珠直播-高清游戏娱乐直播平台,70821888,0.0,0,0,0.0,0.0,Entertainment,38,1,free,0.0,0.0,0.0,Entertainment,70.821888
3729,Forevolution,77255680,3.99,0,0,0.0,0.0,Games,38,2,paid,0.0,0.0,0.0,Games,77.25568
3730,Sky Gamblers Air Supremacy,1654782976,2.99,1010,272,4.0,4.5,Games,38,10,paid,3019.9,4040.0,1224.0,Games,1654.782976
3731,Timepage – Calendar by Moleskine,87201792,4.99,1085,7,4.0,4.0,Productivity,37,7,paid,5414.150000000001,4340.0,28.0,Other,87.201792
3732,Good Morning Alarm Clock - Sleep Cycle Tracker,59503616,3.99,1014,279,4.5,4.5,Health & Fitness,37,11,paid,4045.86,4563.0,1255.5,Other,59.503616
3733,iMaschine 2,508655616,9.99,454,63,4.0,3.5,Music,37,1,paid,4535.46,1816.0,220.5,Other,508.655616
3734,"System Status : memory, CPU, network, battery data",2515968,1.99,0,0,0.0,0.0,Productivity,38,13,paid,0.0,0.0,0.0,Other,2.515968
3735,iPlum Business Phone Number for Calling & Texting,39709696,0.0,392,23,4.5,4.5,Business,38,22,free,0.0,1764.0,103.5,Other,39.709696
3736,AirTycoon 4,247309312,2.99,114,0,4.0,0.0,Games,40,7,paid,340.86,456.0,0.0,Games,247.309312
3737,Firefox web browser,91155456,0.0,2619,26,3.5,3.5,Utilities,37,50,free,0.0,9166.5,91.0,Other,91.155456
3738,Insidious VR,260640768,0.0,121,121,3.5,3.5,Entertainment,37,1,free,0.0,423.5,423.5,Entertainment,260.640768
3739,Duck Life: Retro Pack,332144640,1.99,77,66,4.5,4.5,Games,37,1,paid,153.23,346.5,297.0,Games,332.14464
3740,Builder Buddies: 3D City Building Simulator,10946560,0.0,7197,296,4.0,4.5,Games,38,1,free,0.0,28788.0,1332.0,Games,10.94656
3741,The Paranormal Society™: Hidden Adventure,659142656,0.0,3000,203,4.0,4.0,Games,24,11,free,0.0,12000.0,812.0,Games,659.142656
3742,Formulas - Photo Lab Effects and Custom Frames,274699264,1.99,99,39,4.5,4.0,Photo & Video,37,13,paid,197.01,445.5,156.0,Photo & Video,274.699264
3743,ZAGA,307658752,0.0,444,167,4.5,4.5,Games,40,1,free,0.0,1998.0,751.5,Games,307.658752
3744,Relook,56421376,3.99,198,50,4.5,4.5,Photo & Video,37,10,paid,790.0200000000001,891.0,225.0,Photo & Video,56.421376
3745,Horizon Chase - World Tour,587313152,0.0,3375,672,4.5,4.0,Games,38,1,free,0.0,15187.5,2688.0,Games,587.313152
3746,Candid - Speak Your Mind Freely,47065088,0.0,398,0,3.5,0.0,Social Networking,37,1,free,0.0,1393.0,0.0,Other,47.065088
3747,Fallout Shelter,1172922368,0.0,199396,1131,4.5,4.5,Games,38,5,free,0.0,897282.0,5089.5,Games,1172.922368
3748,Election Center 2016,44598272,0.0,37,1,2.0,2.0,News,37,1,free,0.0,74.0,2.0,Other,44.598272
3749,Moments - private albums with friends and family,204382208,0.0,11955,0,4.5,0.0,Photo & Video,37,33,free,0.0,53797.5,0.0,Photo & Video,204.382208
3750,Lifeline 2,81724416,1.99,1364,843,4.5,4.5,Games,37,1,paid,2714.36,6138.0,3793.5,Games,81.724416
3751,Down To Lunch,35410944,0.0,2535,9,4.0,3.5,Social Networking,37,1,free,0.0,10140.0,31.5,Other,35.410944
3752,INKHUNTER try tattoo designs in augmented reality,68191232,0.0,809,35,4.5,4.5,Entertainment,37,1,free,0.0,3640.5,157.5,Entertainment,68.191232
3753,Blyss,163149824,0.99,288,11,4.0,4.5,Games,40,1,paid,285.12,1152.0,49.5,Games,163.149824
3754,Snapshot Cam - Draw on Pictures & Add Text to Photos,109117440,2.99,14,1,5.0,5.0,Photo & Video,37,31,paid,41.86,70.0,5.0,Photo & Video,109.11744
3755,Snoopy Emoji,29364224,1.99,23,7,1.5,1.0,Utilities,37,1,paid,45.77,34.5,7.0,Other,29.364224
3756,Boyfriend Plus - Brett Jeff and Kai,34203648,0.0,126,7,4.0,4.0,Games,37,6,free,0.0,504.0,28.0,Games,34.203648
3757,PAUSE - Relaxation at your fingertip,77151232,1.99,180,1,3.5,5.0,Health & Fitness,40,1,paid,358.2,630.0,5.0,Other,77.151232
3758,Easy Music - Give kids an ear for music,247308288,3.99,43,16,4.5,4.0,Education,37,1,paid,171.57000000000002,193.5,64.0,Education,247.308288
3759,SOMA Messenger,92802048,0.0,3232,3,4.5,3.5,Social Networking,40,33,free,0.0,14544.0,10.5,Other,92.802048
3760,Analog Wedding,18767872,0.99,8,6,4.0,3.5,Photo & Video,43,5,paid,7.92,32.0,21.0,Photo & Video,18.767872
3761,Farming Simulator 16,185572352,4.99,2637,1127,4.5,4.5,Games,37,10,paid,13158.630000000001,11866.5,5071.5,Games,185.572352
3762,Total War Battles: KINGDOM,630600704,0.0,3092,770,4.0,4.5,Games,37,1,free,0.0,12368.0,3465.0,Games,630.600704
3763,Football Chairman Pro,29378560,3.99,37,12,4.5,4.5,Games,40,1,paid,147.63,166.5,54.0,Games,29.37856
3764,Fit The Fat 2,169729024,0.0,8557,1040,4.5,4.5,Games,37,1,free,0.0,38506.5,4680.0,Games,169.729024
3765,Face Paint Party - Kids Coloring Fun,89993216,0.0,38,38,4.0,4.0,Games,40,11,free,0.0,152.0,152.0,Games,89.993216
3766,Patternator Pattern Maker Backgrounds & Wallpapers,47943680,0.0,2092,625,5.0,5.0,Photo & Video,37,12,free,0.0,10460.0,3125.0,Photo & Video,47.94368
3767,Atlantic Fleet,220282880,9.99,271,107,4.5,4.5,Games,38,1,paid,2707.29,1219.5,481.5,Games,220.28288
3768,Spinny Circle,16656384,0.0,20812,213,4.5,4.0,Games,38,1,free,0.0,93654.0,852.0,Games,16.656384
3769,Rick and Morty: Pocket Mortys,955524096,0.0,12124,961,4.5,4.5,Games,37,10,free,0.0,54558.0,4324.5,Games,955.524096
3770,Down The Mountain,252966912,0.0,3491,25,4.5,4.5,Games,40,1,free,0.0,15709.5,112.5,Games,252.966912
3771,记账·圈子账本(专业版)—可共享的全能记帐本软件,77918208,0.99,12,0,4.5,0.0,Finance,37,2,paid,11.879999999999999,54.0,0.0,Other,77.918208
3772,百度钱包-金融信贷和理财投资优选,43722752,0.0,5,0,2.5,0.0,Lifestyle,38,1,free,0.0,12.5,0.0,Other,43.722752
3773,Fast Motorcycle Driver,150142976,0.0,2224,2211,4.5,4.5,Games,40,1,free,0.0,10008.0,9949.5,Games,150.142976
3774,Abby Lee Dance Secrets,51111936,4.99,808,17,4.0,2.5,Entertainment,37,1,paid,4031.92,3232.0,42.5,Entertainment,51.111936
3775,EWallpaper,10727424,3.99,42,42,1.0,1.0,Entertainment,38,1,paid,167.58,42.0,42.0,Entertainment,10.727424
3776,Puppy Love - My Dream Pet,269402112,0.0,1689,140,4.5,4.5,Games,38,11,free,0.0,7600.5,630.0,Games,269.402112
3777,小咖秀-全民视频才艺直播社区,101220352,0.0,66,1,5.0,5.0,Entertainment,37,3,free,0.0,330.0,5.0,Entertainment,101.220352
3778,懸賞パズルパクロス２,187141120,0.0,0,0,0.0,0.0,Games,40,0,free,0.0,0.0,0.0,Games,187.14112
3779,Airmail - Your Mail With You,170175488,4.99,1575,15,3.5,4.0,Productivity,37,27,paid,7859.25,5512.5,60.0,Other,170.175488
3780,Hop Rush,11702272,0.0,9,9,1.0,1.0,Games,40,1,free,0.0,9.0,9.0,Games,11.702272
3781,League of War: Mercenaries,164357120,0.0,2523,0,4.5,0.0,Games,38,1,free,0.0,11353.5,0.0,Games,164.35712
3782,V for Wikipedia,31600640,4.99,134,1,4.5,1.0,Reference,37,2,paid,668.6600000000001,603.0,1.0,Other,31.60064
3783,"2Face Fitpack - Dein Trainingsprogramm mit persönlichem Ernährungsplan, Kalorienrechner und Trainingsplan",34414592,0.0,0,0,0.0,0.0,Health & Fitness,43,16,free,0.0,0.0,0.0,Other,34.414592
3784,"Egg, Inc.",53579776,0.0,79074,8442,5.0,5.0,Games,38,1,free,0.0,395370.0,42210.0,Games,53.579776
3785,Swaggy Ninja,31567872,0.0,1210,119,4.5,4.0,Games,40,1,free,0.0,5445.0,476.0,Games,31.567872
3786,CatHotel - Care for cute cats,230216704,0.0,1425,136,4.5,4.5,Games,38,12,free,0.0,6412.5,612.0,Games,230.216704
3787,伙星 - 随手拍出明星一样的MV,118812672,0.0,0,0,0.0,0.0,Photo & Video,37,3,free,0.0,0.0,0.0,Photo & Video,118.812672
3788,ディグラム恋愛診断,12320768,0.0,0,0,0.0,0.0,Lifestyle,38,1,free,0.0,0.0,0.0,Other,12.320768
3789,Rawr Messenger - Dab your chat,130276352,0.0,180,28,4.0,3.5,Social Networking,37,1,free,0.0,720.0,98.0,Other,130.276352
3790,"Curious World: Games, Videos, Books for Children",186588160,0.0,604,9,3.5,3.5,Education,37,1,free,0.0,2114.0,31.5,Education,186.58816
3791,Champs Sports,63553536,0.0,330,5,3.5,1.0,Lifestyle,37,1,free,0.0,1155.0,5.0,Other,63.553536
3792,Sago Mini Babies,105742336,2.99,70,22,4.0,4.0,Education,38,1,paid,209.3,280.0,88.0,Education,105.742336
3793,Sago Mini Superhero,179484672,2.99,30,17,3.5,3.0,Education,38,1,paid,89.7,105.0,51.0,Education,179.484672
3794,Infinite Tanks,1920265216,4.99,262,92,4.0,4.0,Games,37,10,paid,1307.38,1048.0,368.0,Games,1920.265216
3795,Word Trek  - WordTrek Brain game & Word puzzles,47884288,0.0,3774,63,4.5,4.5,Games,38,1,free,0.0,16983.0,283.5,Games,47.884288
3796,Triller - Music Video & Film Maker,87287808,0.0,25683,186,5.0,4.5,Photo & Video,37,1,free,0.0,128415.0,837.0,Photo & Video,87.287808
3797,Free Fur All – We Bare Bears Minigame Collection,362530816,0.0,1449,468,4.5,4.5,Games,38,10,free,0.0,6520.5,2106.0,Games,362.530816
3798,Pinchworm,100635648,0.0,2288,74,5.0,5.0,Games,37,11,free,0.0,11440.0,370.0,Games,100.635648
3799,Signily Keyboard - Sign Language Emoji and GIFs!,89902080,0.99,71,8,4.5,2.5,Utilities,37,1,paid,70.29,319.5,20.0,Other,89.90208
3800,U by BB&T,74385408,0.0,790,13,2.0,3.5,Finance,38,1,free,0.0,1580.0,45.5,Other,74.385408
3801,skyticket - Reserve Best Valued Air Tickets,8294400,0.0,0,0,0.0,0.0,Travel,37,34,free,0.0,0.0,0.0,Other,8.2944
3802,Upperland,126574592,0.0,201,101,4.0,4.0,Games,38,24,free,0.0,804.0,404.0,Games,126.574592
3803,Agar.io,63954944,0.0,176514,1310,4.5,4.0,Games,38,1,free,0.0,794313.0,5240.0,Games,63.954944
3804,Aralon: Forge and Flame,1379309568,4.99,192,14,3.5,3.5,Games,37,1,paid,958.08,672.0,49.0,Games,1379.309568
3805,SHOWTIME,25903104,0.0,1214,20,2.5,2.0,Entertainment,37,1,free,0.0,3035.0,40.0,Entertainment,25.903104
3806,EvilBane: Rise of Ravens,180629504,0.0,1428,15,4.5,4.0,Games,38,14,free,0.0,6426.0,60.0,Games,180.629504
3807,Pharaoh's Party: Coin Pusher,227435520,0.0,191,74,4.5,4.5,Games,40,1,free,0.0,859.5,333.0,Games,227.43552
3808,Puzzle Strike,410278912,3.99,21,10,3.5,3.0,Games,38,1,paid,83.79,73.5,30.0,Games,410.278912
3809,球球大作战,124596224,0.0,111,3,4.0,4.5,Games,38,1,free,0.0,444.0,13.5,Games,124.596224
3810,Cops N Robbers (Jail Break 2) - Survival Mini Game,226083840,0.0,1559,126,4.0,4.0,Games,40,1,free,0.0,6236.0,504.0,Games,226.08384
3811,Money Multiplier,40488960,0.0,1,1,4.0,4.0,Games,40,2,free,0.0,4.0,4.0,Games,40.48896
3812,天天快报 - 最热门的新闻资讯软件,96720896,0.0,15,0,3.0,0.0,News,37,1,free,0.0,45.0,0.0,Other,96.720896
3813,Eisenhorn: XENOS,3008276480,5.99,100,13,3.5,3.5,Games,25,1,paid,599.0,350.0,45.5,Games,3008.27648
3814,KING OF KARTS: Single- & Multiplayer Battles.,481390592,2.99,9,1,3.5,5.0,Games,38,16,paid,26.910000000000004,31.5,5.0,Games,481.390592
3815,Popcorn Buzz - Free Group Calls,17457152,0.0,281,97,3.5,3.5,Social Networking,38,17,free,0.0,983.5,339.5,Other,17.457152
3816,"InShot Video Editor Music, No Crop, Cut",55851008,0.0,12779,3366,5.0,5.0,Photo & Video,37,9,free,0.0,63895.0,16830.0,Photo & Video,55.851008
3817,My Uncrowded,171746304,0.99,224,6,3.0,2.5,Games,40,1,paid,221.76,672.0,15.0,Games,171.746304
3818,PAC-MAN Championship Edition DX,126681088,4.99,517,175,4.5,4.5,Games,38,10,paid,2579.83,2326.5,787.5,Games,126.681088
3819,Matchsticks ~ Free Puzzle Game with Matches,32492544,0.0,212,17,4.5,4.5,Games,37,15,free,0.0,954.0,76.5,Games,32.492544
3820,盗墓OL-精绝女王,339391488,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,339.391488
3821,Doc McStuffins Pet Vet,609991680,1.99,70,10,3.0,3.0,Entertainment,38,6,paid,139.3,210.0,30.0,Entertainment,609.99168
3822,Fishing Break,578273280,0.0,2088,44,4.5,4.5,Games,38,1,free,0.0,9396.0,198.0,Games,578.27328
3823,Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,640870400,2.99,124,39,4.5,4.0,Games,38,9,paid,370.76000000000005,558.0,156.0,Games,640.8704
3824,Equipd Bible,135132160,2.99,94,26,4.5,4.0,Productivity,38,20,paid,281.06,423.0,104.0,Other,135.13216
3825,Private School Days,55376896,4.99,99,8,4.0,4.0,Games,40,16,paid,494.01000000000005,396.0,32.0,Games,55.376896
3826,恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~,23538688,0.0,0,0,0.0,0.0,Book,38,1,free,0.0,0.0,0.0,Other,23.538688
3827,Fetty Wap: Nitro Nation Stories,1027908608,0.0,2005,14,4.5,4.5,Games,37,1,free,0.0,9022.5,63.0,Games,1027.908608
3828,Scrubby Dubby Saga,112135168,0.0,3874,71,4.5,4.0,Games,38,11,free,0.0,17433.0,284.0,Games,112.135168
3829,Chain: Collaborate On MyVideo Story/Group Video,95789056,0.0,35,0,4.5,0.0,Social Networking,37,1,free,0.0,157.5,0.0,Other,95.789056
3830,Face on Face,1736704,0.99,0,0,0.0,0.0,Entertainment,40,24,paid,0.0,0.0,0.0,Entertainment,1.736704
3831,Kick Hero,107540480,0.0,733,15,4.5,4.5,Games,38,1,free,0.0,3298.5,67.5,Games,107.54048
3832,Path of War,88379392,0.0,377,8,4.5,5.0,Games,37,6,free,0.0,1696.5,40.0,Games,88.379392
3833,Blink Health,38117376,0.0,1198,6,5.0,5.0,Medical,37,9,free,0.0,5990.0,30.0,Other,38.117376
3834,Clouds & Sheep 2 Premium,299395072,3.99,1,1,4.0,4.0,Games,37,14,paid,3.99,4.0,4.0,Games,299.395072
3835,Dawnbringer,799076352,0.0,238,51,3.5,4.0,Games,37,1,free,0.0,833.0,204.0,Games,799.076352
3836,Honest App: Shop baby & diaper products,121671680,0.0,3173,113,5.0,4.5,Shopping,37,1,free,0.0,15865.0,508.5,Other,121.67168
3837,街机游戏厅 - 电玩游戏合集火爆改版,256049152,0.99,0,0,0.0,0.0,Games,43,1,paid,0.0,0.0,0.0,Games,256.049152
3838,乐享动-有运动音乐推荐的计步器,104727552,0.0,0,0,0.0,0.0,Health & Fitness,37,3,free,0.0,0.0,0.0,Other,104.727552
3839,"It Girl Story - Styling, Fashion & Celebrity Life",931567616,0.0,3537,848,4.5,4.5,Games,38,11,free,0.0,15916.5,3816.0,Games,931.567616
3840,Circle Boom,14546944,0.0,7,2,1.5,1.0,Games,40,1,free,0.0,10.5,2.0,Games,14.546944
3841,Donut vs Donut,85999616,0.99,16,16,4.5,4.5,Games,40,1,paid,15.84,72.0,72.0,Games,85.999616
3842,KORG iDS-10,88055808,19.99,52,19,4.0,5.0,Music,37,2,paid,1039.48,208.0,95.0,Other,88.055808
3843,Swapperoo,24163328,1.99,361,55,4.0,4.0,Games,37,1,paid,718.39,1444.0,220.0,Games,24.163328
3844,【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),55037952,0.0,3,3,3.5,3.5,Games,38,4,free,0.0,10.5,10.5,Games,55.037952
3845,Wonder Tactics,653022208,0.0,730,3,4.5,4.5,Games,37,12,free,0.0,3285.0,13.5,Games,653.022208
3846,キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,51475456,0.0,0,0,0.0,0.0,Book,38,1,free,0.0,0.0,0.0,Other,51.475456
3847,闇金クリッカー,41996288,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,41.996288
3848,Special Air Wing - Flight Simulator,250717184,2.99,138,33,4.0,3.5,Games,38,1,paid,412.62,552.0,115.5,Games,250.717184
3849,King Tongue,422011904,1.99,255,63,4.5,4.5,Games,40,1,paid,507.45,1147.5,283.5,Games,422.011904
3850,Butt Sworkit - Free Workout Trainer to tone & lift,58649600,0.0,960,130,5.0,5.0,Health & Fitness,37,12,free,0.0,4800.0,650.0,Other,58.6496
3851,Rapala Fishing - Daily Catch,201266176,0.0,1666,11,4.5,4.0,Games,37,1,free,0.0,7497.0,44.0,Games,201.266176
3852,Recontact: Istanbul,289065984,0.99,14,2,3.5,5.0,Games,38,31,paid,13.86,49.0,10.0,Games,289.065984
3853,Plants vs. Zombies™ Heroes,153967616,0.0,16305,1327,4.5,4.5,Games,37,10,free,0.0,73372.5,5971.5,Games,153.967616
3854,Dr. Panda's Carnival,245165056,2.99,49,15,3.5,4.5,Education,40,17,paid,146.51000000000002,171.5,67.5,Education,245.165056
3855,腾讯WiFi管家-手机安全免费WiFi,32029696,0.0,8,0,4.0,0.0,Utilities,40,1,free,0.0,32.0,0.0,Other,32.029696
3856,Find–the–Line,458349568,2.99,181,1,4.5,5.0,Games,40,1,paid,541.19,814.5,5.0,Games,458.349568
3857,Moto x3m,57729024,0.99,53,43,4.5,4.5,Games,43,16,paid,52.47,238.5,193.5,Games,57.729024
3858,PAC-MAN Bounce - Puzzle Adventure,359372800,0.0,392,111,4.0,4.0,Games,43,1,free,0.0,1568.0,444.0,Games,359.3728
3859,The Everything Machine by Tinybop,226968576,2.99,141,34,4.0,4.0,Education,38,58,paid,421.59000000000003,564.0,136.0,Education,226.968576
3860,The Earth by Tinybop,491725824,2.99,173,9,4.0,3.5,Education,38,58,paid,517.27,692.0,31.5,Education,491.725824
3861,Oddworld: Munch's Oddysee,712294400,2.99,200,103,4.5,4.5,Games,38,1,paid,598.0,900.0,463.5,Games,712.2944
3862,Star Trek Timelines,161198080,0.0,4721,156,4.0,4.0,Games,37,1,free,0.0,18884.0,624.0,Games,161.19808
3863,Minecraft: Story Mode,1089228800,0.0,20621,6745,4.0,4.5,Games,38,1,free,0.0,82484.0,30352.5,Games,1089.2288
3864,Thumb Drift - Furious One Touch Car Racing,184078336,0.0,6051,173,4.5,4.5,Games,37,12,free,0.0,27229.5,778.5,Games,184.078336
3865,Picolo drinking game,35566592,0.0,227,6,5.0,5.0,Entertainment,37,6,free,0.0,1135.0,30.0,Entertainment,35.566592
3866,Deliveroo: Restaurant Delivery - Order Food Nearby,62734336,0.0,1702,580,4.5,5.0,Food & Drink,37,9,free,0.0,7659.0,2900.0,Other,62.734336
3867,Craft The World - Episodes Edition,222253056,0.99,4,4,5.0,5.0,Games,43,9,paid,3.96,20.0,20.0,Games,222.253056
3868,Abzorb,57837568,2.99,76,4,3.5,3.0,Games,37,1,paid,227.24,266.0,12.0,Games,57.837568
3869,Hit the Button Math,13328384,2.99,1,1,5.0,5.0,Education,43,1,paid,2.99,5.0,5.0,Education,13.328384
3870,Supermarket Girl - Shopping Fun!,91478016,0.0,1354,153,4.5,4.5,Games,38,11,free,0.0,6093.0,688.5,Games,91.478016
3871,Super Stickman Golf 3,132153344,0.0,1593,56,4.5,4.0,Games,37,11,free,0.0,7168.5,224.0,Games,132.153344
3872,Pixel Dungeon,48006144,2.99,152,80,4.5,4.0,Games,40,1,paid,454.48,684.0,320.0,Games,48.006144
3873,Ookujira - Giant Whale Rampage,47969280,0.0,878,37,4.5,4.5,Games,37,13,free,0.0,3951.0,166.5,Games,47.96928
3874,霸王英雄传（吕布一统天下，演义三国群英杰传奇）,223020032,0.0,0,0,0.0,0.0,Games,38,1,free,0.0,0.0,0.0,Games,223.020032
3875,PAC-MAN 256 - Endless Arcade Maze,145424384,0.0,23015,1730,4.5,4.5,Games,38,11,free,0.0,103567.5,7785.0,Games,145.424384
3876,Little Farmers - Tractors and Harvesters for Kids,286941184,1.99,29,4,3.0,3.5,Education,38,18,paid,57.71,87.0,14.0,Education,286.941184
3877,转转-更专业的二手闲置交易平台,78624768,0.0,23,1,2.5,1.0,Shopping,38,1,free,0.0,57.5,1.0,Other,78.624768
3878,"S, - Puzzle Game With Create Level Feature",28254208,0.0,0,0,0.0,0.0,Games,38,4,free,0.0,0.0,0.0,Games,28.254208
3879,Project Color™ by The Home Depot,47817728,0.0,490,19,2.5,2.0,Lifestyle,37,1,free,0.0,1225.0,38.0,Other,47.817728
3880,"Please, Don't Touch Anything",57004032,4.99,379,239,4.0,3.5,Games,43,1,paid,1891.21,1516.0,836.5,Games,57.004032
3881,Trivia Crack Kingdoms,237295616,0.0,3250,25,4.0,4.0,Games,37,21,free,0.0,13000.0,100.0,Games,237.295616
3882,Proton Pulse for Google Cardboard,194486272,2.99,32,32,4.5,4.5,Games,37,1,paid,95.68,144.0,144.0,Games,194.486272
3883,Baseball Highlights 2045,135406592,3.99,278,32,4.5,5.0,Games,40,1,paid,1109.22,1251.0,160.0,Games,135.406592
3884,BLEACH Brave Souls,181778432,0.0,4815,27,4.5,4.5,Games,38,3,free,0.0,21667.5,121.5,Games,181.778432
3885,Fancy Makeup Shop - Brush & Blush,106096640,0.0,425,12,4.0,4.5,Games,38,11,free,0.0,1700.0,54.0,Games,106.09664
3886,Bridge Rider,99517440,0.0,25,12,4.0,3.0,Games,38,1,free,0.0,100.0,36.0,Games,99.51744
3887,Double Juggle,102620160,0.0,1105,149,4.5,4.0,Games,38,1,free,0.0,4972.5,596.0,Games,102.62016
3888,Ellipsis - Touch. Explore. Survive.,144324608,4.99,23,1,4.5,1.0,Games,38,32,paid,114.77000000000001,103.5,1.0,Games,144.324608
3889,Auto Warriors - Tactical Car Combat,1107044352,0.0,352,35,4.0,4.0,Games,25,1,free,0.0,1408.0,140.0,Games,1107.044352
3890,Animal Jam - Play Wild!,620323840,0.0,26990,189,4.5,4.5,Games,38,5,free,0.0,121455.0,850.5,Games,620.32384
3891,Ultimate Wolf Simulator,138526720,0.99,2737,1989,4.5,4.5,Games,40,1,paid,2709.63,12316.5,8950.5,Games,138.52672
3892,VPN Express,10645504,0.0,14,1,4.5,5.0,Reference,37,2,free,0.0,63.0,5.0,Other,10.645504
3893,TexMoji,11371520,1.99,628,33,2.0,1.5,Utilities,37,1,paid,1249.72,1256.0,49.5,Other,11.37152
